2753		3186	2013	2014	Analytics	T	010
2753		4599	2013	2014	Analytics	T	015
2753		4599	2013	2014	Analytics	T	020
2753		4605	2013	2014	Analytics	T	015
2753		4605	2013	2014	Analytics	T	020
2753		4606	2013	2014	Analytics	T	010
2753		4606	2013	2014	Analytics	T	020
2753		4713	2013	2014	Analytics	T	020
2753		4802	2013	2014	Analytics	T	020
2753		5040	2013	2014	Analytics	T	010
2753		5040	2013	2014	Analytics	T	015
2753		5040	2013	2014	Analytics	T	020
2753		5160	2013	2014	Analytics	T	010
2753		5160	2013	2014	Analytics	T	015
2753		5160	2013	2014	Analytics	T	020
2753		5387	2013	2014	Analytics	T	015
2753		5387	2013	2014	Analytics	T	020
2753		5410	2013	2014	Analytics	T	010
2753		5410	2013	2014	Analytics	T	015
2753		5616	2013	2014	Analytics	T	010
2753		5616	2013	2014	Analytics	T	015
2753		5616	2013	2014	Analytics	T	020
2753		5918	2013	2014	Analytics	T	010
2753		5918	2013	2014	Analytics	T	800
2753		5928	2013	2014	Analytics	T	020
2753		6511	2013	2014	Analytics	T	010
2753		6584	2013	2014	Analytics	T	010
2753		6584	2013	2014	Analytics	T	015
2753		6584	2013	2014	Analytics	T	020
2753		6812	2013	2014	Analytics	T	015
2753		6812	2013	2014	Analytics	T	020
2753		6890	2013	2014	Analytics	T	015
2753		6890	2013	2014	Analytics	T	020
2753		6964	2013	2014	Analytics	T	020
2753		6973	2013	2014	Analytics	T	010
2753		7286	2013	2014	Analytics	T	015
2753		7286	2013	2014	Analytics	T	020
2753		7428	2013	2014	Analytics	T	015
2753		7428	2013	2014	Analytics	T	020
2753		7520	2013	2014	Analytics	T	015
2753		7520	2013	2014	Analytics	T	020
2753		7687	2013	2014	Analytics	T	010
2753		7687	2013	2014	Analytics	T	015
2753		7687	2013	2014	Analytics	T	020
2753		7688	2013	2014	Analytics	T	010
2753		7688	2013	2014	Analytics	T	015
2753		7688	2013	2014	Analytics	T	020
2753		7882	2013	2014	Analytics	T	020
2753		7994	2013	2014	Analytics	T	010
2753		8185	2013	2014	Analytics	T	010
2753		8185	2013	2014	Analytics	T	015
2753		8936	2013	2014	Analytics	T	020
2753		8976	2013	2014	Analytics	T	010
2753		8977	2013	2014	Analytics	T	000
2753		8977	2013	2014	Analytics	T	010
2753		8977	2013	2014	Analytics	T	015
2753		8977	2013	2014	Analytics	T	020
2753		8995	2013	2014	Analytics	T	015
2753		8995	2013	2014	Analytics	T	020
2753		8998	2013	2014	Analytics	T	020
2753		8999	2013	2014	Analytics	T	020
2753		9001	2013	2014	Analytics	T	010
2753		9001	2013	2014	Analytics	T	015
2753		9001	2013	2014	Analytics	T	020
2753		9018	2013	2014	Analytics	T	015
2753		9018	2013	2014	Analytics	T	020
2753		9052	2013	2014	Analytics	T	010
2753		9052	2013	2014	Analytics	T	015
2753		9052	2013	2014	Analytics	T	020
2753		9098	2013	2014	Analytics	T	010
2753		9572	2013	2014	Analytics	T	020
2753		9707	2013	2014	Analytics	T	020
2753		10327	2013	2014	Analytics	T	010
2753		10327	2013	2014	Analytics	T	020
2753		10368	2013	2014	Analytics	T	015
2753		10368	2013	2014	Analytics	T	020
2753		11408	2013	2014	Analytics	T	010
2753		11408	2013	2014	Analytics	T	015
2753		11408	2013	2014	Analytics	T	020
2753		12113	2013	2014	Analytics	T	010
2753		12113	2013	2014	Analytics	T	015
2753		12137	2013	2014	Analytics	T	010
2753		12137	2013	2014	Analytics	T	015
2753		12137	2013	2014	Analytics	T	020
2753		12161	2013	2014	Analytics	T	015
2753		12161	2013	2014	Analytics	T	020
2753		12172	2013	2014	Analytics	T	015
2753		12172	2013	2014	Analytics	T	020
2753		12232	2013	2014	Analytics	T	010
2753		12232	2013	2014	Analytics	T	015
2753		12232	2013	2014	Analytics	T	020
2753		12253	2013	2014	Analytics	T	015
2753		12253	2013	2014	Analytics	T	020
2753		12874	2013	2014	Analytics	T	015
2753		12874	2013	2014	Analytics	T	020
2753		13427	2013	2014	Analytics	T	010
2753		13427	2013	2014	Analytics	T	015
2753		13427	2013	2014	Analytics	T	020
2753		13464	2013	2014	Analytics	T	020
2753		13477	2013	2014	Analytics	T	010
2753		13950	2013	2014	Analytics	T	015
2753		13950	2013	2014	Analytics	T	020
2753		13981	2013	2014	Analytics	T	015
2753		13981	2013	2014	Analytics	T	020
2753		13996	2013	2014	Analytics	T	010
2753		14512	2013	2014	Analytics	T	010
2753		14533	2013	2014	Analytics	T	010
2753		14533	2013	2014	Analytics	T	015
2753		14533	2013	2014	Analytics	T	020
2753		14621	2013	2014	Analytics	T	015
2753		14621	2013	2014	Analytics	T	020
2753		14622	2013	2014	Analytics	T	010
2753		14622	2013	2014	Analytics	T	015
2753		14622	2013	2014	Analytics	T	020
2753		14626	2013	2014	Analytics	T	010
2753		14626	2013	2014	Analytics	T	015
2753		14637	2013	2014	Analytics	T	010
2753		14637	2013	2014	Analytics	T	015
2753		14637	2013	2014	Analytics	T	020
2753		15250	2013	2014	Analytics	T	015
2753		15250	2013	2014	Analytics	T	020
2753		15286	2013	2014	Analytics	T	010
2753		15286	2013	2014	Analytics	T	015
2753		15286	2013	2014	Analytics	T	020
2753		16144	2013	2014	Analytics	T	010
2753		16832	2013	2014	Analytics	T	020
2753		16837	2013	2014	Analytics	T	010
